Date,Symbol,rk_parzen,rv5,close_price,,
20160926,.SPX,2.22E-05,2.11E-05,2146.51,,
20160927,.SPX,2.57E-05,2.46E-05,2159.89,,
20160928,.SPX,2.76E-05,2.30E-05,2171.12,,
20160929,.SPX,7.96E-05,4.63E-05,2151.12,,
20160930,.SPX,2.59E-05,3.08E-05,2168,,
20161003,.SPX,1.54E-05,1.71E-05,2160.97,,
20161004,.SPX,4.99E-05,4.33E-05,2150.54,,
20161005,.SPX,9.98E-06,1.23E-05,2159.625,,
20161006,.SPX,1.68E-05,1.77E-05,2160.8,,
20161007,.SPX,4.10E-05,2.74E-05,2153.74,,
20161010,.SPX,1.40E-05,1.12E-05,2163.64,,
20161011,.SPX,4.19E-05,3.42E-05,2136.96,,
20161012,.SPX,1.75E-05,1.83E-05,2139.4,,
20161013,.SPX,4.83E-05,3.79E-05,2132.74,,
20161014,.SPX,3.16E-05,2.65E-05,2133.19,,
20161017,.SPX,1.23E-05,1.51E-05,2126.44,,
20161018,.SPX,8.98E-06,1.67E-05,2139.42,,
20161019,.SPX,9.06E-06,7.42E-06,2144.38,,
20161020,.SPX,3.54E-05,2.93E-05,2141.18,,
20161021,.SPX,1.84E-05,2.03E-05,2141,,
20161024,.SPX,8.78E-06,1.15E-05,2150.88,,
20161025,.SPX,1.07E-05,1.04E-05,2143.36,,
20161026,.SPX,2.08E-05,2.29E-05,2139.53,,
20161027,.SPX,2.23E-05,2.28E-05,2133.36,,
20161028,.SPX,5.85E-05,5.88E-05,2126.48,,
20161031,.SPX,7.92E-06,1.41E-05,2126.26,,
20161101,.SPX,3.81E-05,3.54E-05,2111.74,,
20161102,.SPX,2.68E-05,4.40E-05,2098.06,,
20161103,.SPX,1.47E-05,1.83E-05,2088.72,,
20161104,.SPX,2.48E-05,3.17E-05,2085.38,,
20161107,.SPX,6.18E-05,5.82E-05,2131.37,,
20161108,.SPX,3.84E-05,3.16E-05,2139.72,,
20161109,.SPX,0.000130068,0.000121685,2163.01,,
20161110,.SPX,0.000104299,0.00011263,2167.67,,
20161111,.SPX,2.30E-05,3.14E-05,2164.18,,
20161114,.SPX,2.48E-05,2.74E-05,2164.41,,
20161115,.SPX,1.05E-05,1.11E-05,2180.43,,
20161116,.SPX,6.32E-06,1.45E-05,2176.95,,
20161117,.SPX,9.28E-06,6.83E-06,2187.08,,
20161118,.SPX,6.88E-06,9.49E-06,2182.03,,
20161121,.SPX,1.21E-05,9.26E-06,2198.195,,
20161122,.SPX,8.24E-06,8.51E-06,2202.78,,
20161123,.SPX,6.44E-06,7.50E-06,2204.53,,
20161125,.SPX,2.55E-06,1.99E-06,2213.35,,
20161128,.SPX,8.94E-06,9.72E-06,2201.93,,
20161129,.SPX,1.16E-05,9.15E-06,2204.775,,
20161130,.SPX,3.29E-05,2.80E-05,2199.28,,
20161201,.SPX,1.32E-05,2.13E-05,2191.06,,
20161202,.SPX,1.13E-05,1.46E-05,2192.08,,
20161205,.SPX,1.15E-05,8.43E-06,2204.71,,
20161206,.SPX,8.08E-06,8.86E-06,2212.27,,
20161207,.SPX,2.23E-05,2.27E-05,2240.77,,
20161208,.SPX,1.63E-05,1.62E-05,2245.99,,
20161209,.SPX,8.91E-06,8.40E-06,2259.54,,
20161212,.SPX,1.22E-05,1.45E-05,2256.96,,
20161213,.SPX,2.06E-05,1.52E-05,2271.63,,
20161214,.SPX,6.61E-05,7.83E-05,2253.38,,
20161215,.SPX,3.34E-05,2.87E-05,2261.98,,
20161216,.SPX,1.34E-05,2.10E-05,2257.99,,
20161219,.SPX,1.22E-05,9.54E-06,2262.61,,
20161220,.SPX,9.03E-06,8.16E-06,2270.66,,
20161221,.SPX,2.34E-06,3.82E-06,2265.28,,
20161222,.SPX,7.60E-06,6.42E-06,2260.99,,
20161223,.SPX,1.65E-06,2.61E-06,2263.56,,
20161227,.SPX,7.32E-06,5.59E-06,2268.83,,
20161228,.SPX,2.13E-05,1.24E-05,2249.99,,
20161229,.SPX,1.06E-05,1.16E-05,2249.43,,
20161230,.SPX,2.25E-05,2.20E-05,2239.79,,
20170103,.SPX,3.62E-05,3.53E-05,2257.47,,
20170104,.SPX,7.88E-06,1.33E-05,2270.64,,
20170105,.SPX,9.99E-06,1.18E-05,2269.02,,
20170106,.SPX,1.68E-05,1.50E-05,2277.18,,
20170109,.SPX,5.98E-06,8.06E-06,2269.23,,
20170110,.SPX,1.45E-05,1.26E-05,2268.97,,
20170111,.SPX,3.92E-05,2.88E-05,2275.12,,
20170112,.SPX,2.43E-05,2.37E-05,2270.3,,
20170113,.SPX,8.63E-06,8.46E-06,2274.56,,
20170117,.SPX,1.29E-05,9.54E-06,2267.81,,
20170118,.SPX,5.19E-06,1.12E-05,2271.81,,
20170119,.SPX,1.21E-05,1.54E-05,2263.62,,
20170120,.SPX,1.67E-05,2.06E-05,2271.12,,
20170123,.SPX,1.50E-05,1.83E-05,2265.42,,
20170124,.SPX,7.70E-06,7.74E-06,2279.99,,
20170125,.SPX,6.60E-06,8.64E-06,2298.44,,
20170126,.SPX,3.47E-06,8.72E-06,2296.68,,
20170127,.SPX,5.17E-06,6.60E-06,2294.47,,
20170130,.SPX,2.82E-05,2.01E-05,2280.49,,
20170131,.SPX,1.41E-05,1.71E-05,2278.95,,
20170201,.SPX,2.09E-05,2.06E-05,2279.32,,
20170202,.SPX,2.14E-05,1.62E-05,2280.82,,
20170203,.SPX,6.17E-06,8.05E-06,2297.09,,
20170206,.SPX,3.65E-06,6.25E-06,2292.54,,
20170207,.SPX,7.94E-06,7.60E-06,2292.82,,
20170208,.SPX,7.39E-06,1.22E-05,2294.59,,
20170209,.SPX,7.78E-06,6.33E-06,2307.67,,
20170210,.SPX,3.40E-06,4.69E-06,2316.25,,
20170213,.SPX,4.15E-06,4.92E-06,2328.18,,
20170214,.SPX,8.11E-06,1.08E-05,2337.39,,
20170215,.SPX,9.34E-06,9.09E-06,2349.05,,
20170216,.SPX,1.66E-05,2.22E-05,2347.13,,
20170217,.SPX,4.61E-06,8.15E-06,2350.86,,
20170221,.SPX,1.28E-05,1.12E-05,2364.92,,
20170222,.SPX,4.50E-06,6.91E-06,2362.52,,
20170223,.SPX,1.21E-05,1.07E-05,2363.71,,
20170224,.SPX,8.95E-06,1.48E-05,2366.94,,
20170227,.SPX,4.85E-06,8.36E-06,2369.71,,
20170228,.SPX,9.13E-06,8.16E-06,2363.91,,
20170301,.SPX,1.52E-05,1.42E-05,2395.8,,
20170302,.SPX,1.05E-05,1.50E-05,2381.58,,
20170303,.SPX,6.16E-06,9.85E-06,2382.63,,
20170306,.SPX,9.81E-06,9.35E-06,2375.46,,
20170307,.SPX,1.21E-05,9.59E-06,2368.17,,
20170308,.SPX,1.31E-05,1.13E-05,2363.11,,
20170309,.SPX,1.62E-05,1.22E-05,2365.01,,
20170310,.SPX,1.19E-05,1.39E-05,2372.96,,
20170313,.SPX,3.49E-06,5.46E-06,2373.64,,
20170314,.SPX,1.18E-05,1.44E-05,2365.37,,
20170315,.SPX,1.94E-05,1.85E-05,2384.63,,
20170316,.SPX,9.94E-06,1.04E-05,2381.19,,
20170317,.SPX,5.43E-06,6.39E-06,2377.94,,
20170320,.SPX,1.26E-05,1.20E-05,2373.46,,
20170321,.SPX,5.47E-05,4.20E-05,2343.93,,
20170322,.SPX,2.27E-05,2.87E-05,2348.53,,
20170323,.SPX,2.39E-05,2.61E-05,2346.04,,
20170324,.SPX,2.91E-05,2.56E-05,2344.34,,
20170327,.SPX,2.29E-05,2.29E-05,2341.61,,
20170328,.SPX,2.30E-05,2.17E-05,2358.55,,
20170329,.SPX,7.60E-06,1.04E-05,2361.22,,
20170330,.SPX,1.00E-05,8.99E-06,2368.07,,
20170331,.SPX,1.18E-05,1.17E-05,2362.65,,
20170403,.SPX,2.98E-05,2.44E-05,2358.95,,
20170404,.SPX,1.10E-05,1.31E-05,2360,,
20170405,.SPX,4.32E-05,3.86E-05,2352.8,,
20170406,.SPX,1.55E-05,2.62E-05,2357.61,,
20170407,.SPX,1.41E-05,2.02E-05,2355.68,,
20170410,.SPX,2.80E-05,2.33E-05,2357.12,,
20170411,.SPX,2.95E-05,3.17E-05,2353.96,,
20170412,.SPX,1.26E-05,2.28E-05,2344.74,,
20170413,.SPX,2.11E-05,2.39E-05,2329.13,,
20170417,.SPX,1.10E-05,1.27E-05,2349.1,,
20170418,.SPX,1.62E-05,1.84E-05,2342.16,,
20170419,.SPX,1.28E-05,1.31E-05,2337.94,,
20170420,.SPX,1.46E-05,1.26E-05,2356.03,,
20170421,.SPX,1.40E-05,1.45E-05,2348.93,,
20170424,.SPX,5.04E-06,8.46E-06,2374.08,,
20170425,.SPX,9.55E-06,7.23E-06,2388.59,,
20170426,.SPX,1.65E-05,2.22E-05,2387.55,,
20170427,.SPX,1.02E-05,1.08E-05,2388.89,,
20170428,.SPX,6.79E-06,8.86E-06,2384.05,,
20170501,.SPX,8.96E-06,7.53E-06,2389,,
20170502,.SPX,6.27E-06,5.84E-06,2390.84,,
20170503,.SPX,9.69E-06,8.22E-06,2387.84,,
20170504,.SPX,1.63E-05,1.37E-05,2389.49,,
20170505,.SPX,4.37E-06,5.58E-06,2399.22,,
20170508,.SPX,4.58E-06,6.95E-06,2398.91,,
20170509,.SPX,7.49E-06,6.50E-06,2396.83,,
20170510,.SPX,3.48E-06,4.80E-06,2399.45,,
20170511,.SPX,1.76E-05,1.16E-05,2394.59,,
20170512,.SPX,3.89E-06,5.47E-06,2390.61,,
20170515,.SPX,7.19E-06,5.49E-06,2402.32,,
20170516,.SPX,6.87E-06,7.59E-06,2400.57,,
20170517,.SPX,3.79E-05,3.25E-05,2357.45,,
20170518,.SPX,3.98E-05,4.33E-05,2365.73,,
20170519,.SPX,1.75E-05,1.34E-05,2381.57,,
20170522,.SPX,6.77E-06,6.39E-06,2393.89,,
20170523,.SPX,4.82E-06,5.32E-06,2398.6,,
20170524,.SPX,4.37E-06,4.92E-06,2404.28,,
20170525,.SPX,8.22E-06,8.54E-06,2414.99,,
20170526,.SPX,2.70E-06,3.64E-06,2415.53,,
20170530,.SPX,3.72E-06,4.36E-06,2412.86,,
20170531,.SPX,2.04E-05,1.44E-05,2411.71,,
20170601,.SPX,7.80E-06,8.03E-06,2429.91,,
20170602,.SPX,5.57E-06,7.17E-06,2438.16,,
20170605,.SPX,4.79E-06,4.83E-06,2436.27,,
20170606,.SPX,8.98E-06,8.53E-06,2429.44,,
20170607,.SPX,8.31E-06,8.59E-06,2433.1,,
20170608,.SPX,1.10E-05,1.30E-05,2433.82,,
20170609,.SPX,3.99E-05,3.60E-05,2431.23,,
20170612,.SPX,1.38E-05,1.99E-05,2429.5,,
20170613,.SPX,6.23E-06,8.02E-06,2440.34,,
20170614,.SPX,1.54E-05,2.04E-05,2437.86,,
20170615,.SPX,1.26E-05,1.66E-05,2432.53,,
20170616,.SPX,7.90E-06,1.12E-05,2433.05,,
20170619,.SPX,7.02E-06,5.88E-06,2453.06,,
20170620,.SPX,9.77E-06,1.02E-05,2437.18,,
20170621,.SPX,1.38E-05,1.29E-05,2435.93,,
20170622,.SPX,8.67E-06,7.23E-06,2434.66,,
20170623,.SPX,8.37E-06,8.26E-06,2438.13,,
20170626,.SPX,1.55E-05,1.42E-05,2439.02,,
20170627,.SPX,2.08E-05,1.95E-05,2419.73,,
20170628,.SPX,8.09E-06,1.63E-05,2440.46,,
20170629,.SPX,4.20E-05,4.78E-05,2419.78,,
20170630,.SPX,1.84E-05,1.92E-05,2423.51,,
20170703,.SPX,1.11E-05,1.16E-05,2429.01,,
20170705,.SPX,1.50E-05,1.21E-05,2432.57,,
20170706,.SPX,1.69E-05,2.00E-05,2410.09,,
20170707,.SPX,8.56E-06,9.22E-06,2425.04,,
20170710,.SPX,4.41E-06,6.29E-06,2427.63,,
20170711,.SPX,2.52E-05,2.04E-05,2425.72,,
20170712,.SPX,8.52E-06,9.84E-06,2443.48,,
20170713,.SPX,4.36E-06,4.75E-06,2448.04,,
20170714,.SPX,7.07E-06,4.74E-06,2459.22,,
20170717,.SPX,2.52E-06,3.13E-06,2459.02,,
20170718,.SPX,6.21E-06,8.87E-06,2460.68,,
20170719,.SPX,2.86E-06,3.93E-06,2473.5,,
20170720,.SPX,8.96E-06,8.16E-06,2474.03,,
20170721,.SPX,4.09E-06,4.65E-06,2472.32,,
20170724,.SPX,3.45E-06,3.53E-06,2470.93,,
20170725,.SPX,2.22E-06,3.94E-06,2477.23,,
20170726,.SPX,2.55E-06,5.84E-06,2477.84,,
20170727,.SPX,3.11E-05,2.63E-05,2475.45,,
20170728,.SPX,3.93E-06,7.68E-06,2472.1,,
20170731,.SPX,9.48E-06,7.64E-06,2470.87,,
20170801,.SPX,5.62E-06,6.85E-06,2476.18,,
20170802,.SPX,1.38E-05,1.32E-05,2477.16,,
20170803,.SPX,5.47E-06,7.12E-06,2472.05,,
20170804,.SPX,8.91E-06,7.72E-06,2476.36,,
20170807,.SPX,9.99E-07,1.95E-06,2480.75,,
20170808,.SPX,1.67E-05,1.07E-05,2474.92,,
20170809,.SPX,9.92E-06,1.83E-05,2473.92,,
20170810,.SPX,3.30E-05,3.07E-05,2438.29,,
20170811,.SPX,1.28E-05,1.62E-05,2441.42,,
20170814,.SPX,1.08E-05,1.02E-05,2465.28,,
20170815,.SPX,8.33E-06,7.60E-06,2464.76,,
20170816,.SPX,9.30E-06,9.60E-06,2468.18,,
20170817,.SPX,3.53E-05,3.21E-05,2430.26,,
20170818,.SPX,2.74E-05,2.91E-05,2425.52,,
20170821,.SPX,1.36E-05,1.45E-05,2428.22,,
20170822,.SPX,1.50E-05,1.11E-05,2452.49,,
20170823,.SPX,5.81E-06,1.12E-05,2444.04,,
20170824,.SPX,2.27E-05,1.67E-05,2438.94,,
20170825,.SPX,1.42E-05,1.24E-05,2443.49,,
20170828,.SPX,7.36E-06,7.44E-06,2444.05,,
20170829,.SPX,9.75E-06,9.14E-06,2446.42,,
20170830,.SPX,6.04E-06,7.95E-06,2457.42,,
20170831,.SPX,9.78E-06,8.28E-06,2471.6,,
20170901,.SPX,4.63E-06,6.81E-06,2476.34,,
20170905,.SPX,2.76E-05,3.45E-05,2457.92,,
20170906,.SPX,5.59E-06,7.19E-06,2465.8,,
20170907,.SPX,1.20E-05,1.22E-05,2465.16,,
20170908,.SPX,4.91E-06,6.87E-06,2461.68,,
20170911,.SPX,8.59E-06,7.79E-06,2487.98,,
20170912,.SPX,3.68E-06,4.60E-06,2496.77,,
20170913,.SPX,2.44E-06,3.46E-06,2498.14,,
20170914,.SPX,3.00E-06,4.20E-06,2496.21,,
20170915,.SPX,2.34E-06,3.56E-06,2499.81,,
20170918,.SPX,6.78E-06,5.15E-06,2504.12,,
20170919,.SPX,2.31E-06,4.39E-06,2506.73,,
20170920,.SPX,1.29E-05,1.02E-05,2508.08,,
20170921,.SPX,7.58E-06,7.74E-06,2500.88,,
20170922,.SPX,3.09E-06,3.48E-06,2501.73,,
20170925,.SPX,1.68E-05,1.35E-05,2496.65,,
20170926,.SPX,5.52E-06,6.56E-06,2497.2,,
20170927,.SPX,1.33E-05,1.10E-05,2507.17,,
20170928,.SPX,4.39E-06,5.15E-06,2509.86,,
20170929,.SPX,3.05E-06,4.90E-06,2518.95,,
20171002,.SPX,4.76E-06,5.47E-06,2529.16,,
20171003,.SPX,1.44E-06,4.27E-06,2534.68,,
20171004,.SPX,3.44E-06,5.12E-06,2537.73,,
20171005,.SPX,3.77E-06,4.01E-06,2552.18,,
20171006,.SPX,3.16E-06,4.67E-06,2548.93,,
20171009,.SPX,4.76E-06,3.78E-06,2544.61,,
20171010,.SPX,6.54E-06,7.18E-06,2550.8,,
20171011,.SPX,1.83E-06,3.46E-06,2555.04,,
20171012,.SPX,4.88E-06,3.95E-06,2550.52,,
20171013,.SPX,3.87E-06,3.57E-06,2553.61,,
20171016,.SPX,4.23E-06,3.88E-06,2557.5,,
20171017,.SPX,2.71E-06,2.34E-06,2559.4,,
20171018,.SPX,2.46E-06,3.09E-06,2561.21,,
20171019,.SPX,7.82E-06,5.47E-06,2562.35,,
20171020,.SPX,2.77E-06,4.28E-06,2574.92,,
20171023,.SPX,3.95E-06,4.96E-06,2565.38,,
20171024,.SPX,3.01E-06,6.35E-06,2569.32,,
20171025,.SPX,2.49E-05,2.21E-05,2557.2,,
20171026,.SPX,1.08E-05,1.24E-05,2560.4,,
20171027,.SPX,8.80E-06,1.29E-05,2581.09,,
20171030,.SPX,1.05E-05,1.02E-05,2572.72,,
20171031,.SPX,3.19E-06,3.84E-06,2575.15,,
20171101,.SPX,9.36E-06,9.89E-06,2579.35,,
20171102,.SPX,2.48E-05,1.61E-05,2579.82,,
20171103,.SPX,4.45E-06,4.47E-06,2587.84,,
20171106,.SPX,2.07E-06,3.09E-06,2591.19,,
20171107,.SPX,1.03E-05,8.33E-06,2589.63,,
20171108,.SPX,4.13E-06,5.65E-06,2594.36,,
20171109,.SPX,2.73E-05,2.77E-05,2584.72,,
20171110,.SPX,4.10E-06,6.88E-06,2582.42,,
20171113,.SPX,6.61E-06,4.79E-06,2584.92,,
20171114,.SPX,1.89E-05,1.93E-05,2578.84,,
20171115,.SPX,2.27E-05,2.23E-05,2564.85,,
20171116,.SPX,8.04E-06,8.05E-06,2585.67,,
20171117,.SPX,1.94E-06,5.45E-06,2578.77,,
20171120,.SPX,1.96E-06,4.60E-06,2582.26,,
20171121,.SPX,6.28E-06,4.81E-06,2599.24,,
20171122,.SPX,2.37E-06,2.82E-06,2597.09,,
20171124,.SPX,9.00E-07,1.22E-06,2602.42,,
20171127,.SPX,5.31E-06,4.66E-06,2601.5,,
20171128,.SPX,1.85E-05,1.10E-05,2627.27,,
20171129,.SPX,1.43E-05,1.61E-05,2626,,
20171130,.SPX,2.86E-05,2.73E-05,2647.2,,
20171201,.SPX,0.000117479,8.88E-05,2641.78,,
20171204,.SPX,2.51E-05,2.27E-05,2639.04,,
20171205,.SPX,1.56E-05,1.64E-05,2629.45,,
20171206,.SPX,8.99E-06,1.30E-05,2629.39,,
20171207,.SPX,1.01E-05,8.91E-06,2637.11,,
20171208,.SPX,5.24E-06,7.16E-06,2651.52,,
20171211,.SPX,6.54E-06,6.29E-06,2659.97,,
20171212,.SPX,4.59E-06,6.54E-06,2664.39,,
20171213,.SPX,7.38E-06,1.21E-05,2663.43,,
20171214,.SPX,1.18E-05,1.17E-05,2652.49,,
20171215,.SPX,1.37E-05,1.25E-05,2675.3,,
20171218,.SPX,8.99E-06,8.45E-06,2690.63,,
20171219,.SPX,8.10E-06,8.50E-06,2681.53,,
20171220,.SPX,1.44E-05,1.35E-05,2679.37,,
20171221,.SPX,6.87E-06,8.03E-06,2684.89,,
20171222,.SPX,1.53E-06,4.40E-06,2683.65,,
20171226,.SPX,2.64E-06,3.03E-06,2680.42,,
20171227,.SPX,2.25E-06,2.71E-06,2682.41,,
20171228,.SPX,1.96E-06,1.60E-06,2687.32,,
20171229,.SPX,9.54E-06,6.70E-06,2675.92,,
20180102,.SPX,6.64E-06,6.61E-06,2695.81,,
20180103,.SPX,8.51E-06,5.72E-06,2712.71,,
20180104,.SPX,7.16E-06,7.31E-06,2723.91,,
20180105,.SPX,5.54E-06,7.89E-06,2742.43,,
20180108,.SPX,3.52E-06,6.10E-06,2747.44,,
20180109,.SPX,1.09E-05,1.06E-05,2751.69,,
20180110,.SPX,1.34E-05,1.17E-05,2748.18,,
20180111,.SPX,8.59E-06,6.98E-06,2767.51,,
20180112,.SPX,1.25E-05,1.03E-05,2786.05,,
20180116,.SPX,3.29E-05,3.17E-05,2776.52,,
20180117,.SPX,1.31E-05,1.75E-05,2802.7,,
20180118,.SPX,1.28E-05,2.14E-05,2798.31,,
20180119,.SPX,9.76E-06,1.29E-05,2810.3,,
20180122,.SPX,1.47E-05,1.24E-05,2833.03,,
20180123,.SPX,1.14E-05,1.05E-05,2839.32,,
20180124,.SPX,3.75E-05,3.76E-05,2838.01,,
20180125,.SPX,2.04E-05,3.04E-05,2839.4,,
20180126,.SPX,1.12E-05,9.10E-06,2872.46,,
20180129,.SPX,1.94E-05,2.23E-05,2853.3,,
20180130,.SPX,3.84E-05,3.49E-05,2822.56,,
20180131,.SPX,3.66E-05,3.27E-05,2824.54,,
20180201,.SPX,4.12E-05,3.34E-05,2821.84,,
20180202,.SPX,5.44E-05,7.02E-05,2761.09,,
20180205,.SPX,0.000469517,0.00045518,2648.49,,
20180206,.SPX,0.000897946,0.000665212,2695.39,,
20180207,.SPX,0.000228652,0.000197216,2681.41,,
20180208,.SPX,0.000328679,0.000364028,2581.12,,
20180209,.SPX,0.00068472,0.000639321,2619.74,,
20180212,.SPX,0.000130945,0.000165883,2655.74,,
20180213,.SPX,3.95E-05,7.11E-05,2663.11,,
20180214,.SPX,6.48E-05,9.90E-05,2698.96,,
20180215,.SPX,5.36E-05,7.36E-05,2731.38,,
20180216,.SPX,6.45E-05,7.21E-05,2732.36,,
20180220,.SPX,5.17E-05,5.79E-05,2715.96,,
20180221,.SPX,0.000113634,7.74E-05,2701.51,,
20180222,.SPX,5.83E-05,9.65E-05,2704.02,,
20180223,.SPX,3.01E-05,4.31E-05,2747.62,,
20180226,.SPX,2.64E-05,3.12E-05,2779.63,,
20180227,.SPX,7.22E-05,8.02E-05,2744.25,,
20180228,.SPX,0.000100422,7.68E-05,2713.54,,
20180301,.SPX,0.000203847,0.000235584,2676.49,,
20180302,.SPX,0.00010765,0.000119028,2691.02,,
20180305,.SPX,7.33E-05,5.88E-05,2721.02,,
20180306,.SPX,5.03E-05,4.60E-05,2728.22,,
20180307,.SPX,5.57E-05,4.70E-05,2727.03,,
20180308,.SPX,3.42E-05,4.34E-05,2738.94,,
20180309,.SPX,1.75E-05,1.43E-05,2786.33,,
20180312,.SPX,2.42E-05,2.84E-05,2783.24,,
20180313,.SPX,4.57E-05,4.91E-05,2765.16,,
20180314,.SPX,4.94E-05,6.60E-05,2749.78,,
20180315,.SPX,2.87E-05,2.95E-05,2747.35,,
20180316,.SPX,1.74E-05,1.87E-05,2750.86,,
20180319,.SPX,5.73E-05,6.33E-05,2712.96,,
20180320,.SPX,2.46E-05,3.36E-05,2717.09,,
20180321,.SPX,7.00E-05,6.20E-05,2712.07,,
20180322,.SPX,0.000143803,0.000114731,2643.72,,
20180323,.SPX,0.000181881,0.000154417,2588.16,,
20180326,.SPX,0.000126673,0.000130044,2658.74,,
20180327,.SPX,0.000189519,0.000176556,2612.56,,
20180328,.SPX,0.000172768,0.000268869,2604.99,,
20180329,.SPX,9.77E-05,9.62E-05,2641.6,,
20180402,.SPX,0.000188679,0.000174863,2581.49,,
20180403,.SPX,0.000182029,0.000178846,2614.41,,
20180404,.SPX,0.00012058,0.000130839,2644.76,,
20180405,.SPX,6.64E-05,8.62E-05,2662.73,,
20180406,.SPX,0.000154197,0.000134196,2604.12,,
20180409,.SPX,9.21E-05,7.60E-05,2613.43,,
20180410,.SPX,6.32E-05,0.00011068,2656.77,,
20180411,.SPX,4.67E-05,7.54E-05,2642.3,,
20180412,.SPX,5.50E-05,5.00E-05,2664.06,,
20180413,.SPX,5.44E-05,6.23E-05,2656.45,,
20180416,.SPX,1.99E-05,3.18E-05,2677.97,,
20180417,.SPX,1.73E-05,1.65E-05,2706.27,,
20180418,.SPX,1.76E-05,2.26E-05,2708.63,,
20180419,.SPX,3.07E-05,3.61E-05,2693.19,,
20180420,.SPX,4.41E-05,5.22E-05,2670.29,,
20180423,.SPX,3.18E-05,3.65E-05,2670.18,,
20180424,.SPX,0.000111205,0.000140753,2634.47,,
20180425,.SPX,9.91E-05,0.000100563,2639.2,,
20180426,.SPX,3.18E-05,3.78E-05,2667.33,,
20180427,.SPX,2.48E-05,3.35E-05,2669.96,,
20180430,.SPX,4.79E-05,4.65E-05,2648.21,,
20180501,.SPX,5.28E-05,4.75E-05,2654.46,,
20180502,.SPX,4.48E-05,4.79E-05,2635.62,,
20180503,.SPX,0.000130135,0.000101003,2629.69,,
20180504,.SPX,5.28E-05,4.46E-05,2663.48,,
20180507,.SPX,3.52E-05,2.75E-05,2672.95,,
20180508,.SPX,2.82E-05,4.52E-05,2672.03,,
20180509,.SPX,2.54E-05,2.97E-05,2697.77,,
20180510,.SPX,1.69E-05,2.01E-05,2722.86,,
20180511,.SPX,1.44E-05,2.06E-05,2727.72,,
20180514,.SPX,1.60E-05,1.92E-05,2730.54,,
20180515,.SPX,3.49E-05,3.94E-05,2711.44,,
20180516,.SPX,1.86E-05,1.62E-05,2722.57,,
20180517,.SPX,2.68E-05,1.98E-05,2720.05,,
20180518,.SPX,1.14E-05,2.13E-05,2713.01,,
20180521,.SPX,2.95E-05,2.66E-05,2732.98,,
20180522,.SPX,1.20E-05,1.42E-05,2724.76,,
20180523,.SPX,2.98E-05,2.85E-05,2733.12,,
20180524,.SPX,3.76E-05,3.28E-05,2727.67,,
20180525,.SPX,1.35E-05,1.62E-05,2721.16,,
20180529,.SPX,7.38E-05,5.77E-05,2689.88,,
20180530,.SPX,2.21E-05,2.12E-05,2724.08,,
20180531,.SPX,2.96E-05,4.00E-05,2705.29,,
20180601,.SPX,1.61E-05,2.01E-05,2734.33,,
20180604,.SPX,9.90E-06,9.66E-06,2746.83,,
20180605,.SPX,9.72E-06,1.61E-05,2749.05,,
20180606,.SPX,1.65E-05,1.51E-05,2772.19,,
20180607,.SPX,1.83E-05,2.95E-05,2770.05,,
20180608,.SPX,9.66E-06,1.31E-05,2778.75,,
20180611,.SPX,8.30E-06,7.52E-06,2782.26,,
20180612,.SPX,8.54E-06,8.47E-06,2786.79,,
20180613,.SPX,1.71E-05,1.69E-05,2775.78,,
20180614,.SPX,1.34E-05,1.12E-05,2782.79,,
20180615,.SPX,2.96E-05,2.55E-05,2779.41,,
20180618,.SPX,1.59E-05,2.08E-05,2773.87,,
20180619,.SPX,2.63E-05,2.16E-05,2762.63,,
20180620,.SPX,9.83E-06,8.01E-06,2767.51,,
20180621,.SPX,3.16E-05,3.04E-05,2749.71,,
20180622,.SPX,1.40E-05,1.53E-05,2754.69,,
20180625,.SPX,0.000102419,8.24E-05,2717.06,,
20180626,.SPX,1.77E-05,2.90E-05,2722.97,,
20180627,.SPX,7.46E-05,7.42E-05,2699.82,,
20180628,.SPX,3.81E-05,5.79E-05,2716.45,,
